,collocation,translate
19795,tramp,流浪汉
19796,oddball,奇怪的是
19797,inadequately,不充分
19798,nurture,养成
19799,unmask,取消掩码
19800,dreamlike,如梦如幻
19801,discriminating,辨别性
19802,salami,意大利香肠
19803,sabine,萨宾
19804,defamation,诽谤
19805,implacable,毫不留情
19806,romanticism,浪漫主义
19807,endear,亲切的
19808,checked,已选中
19809,corkscrew,开瓶器
19810,core,堆芯
19811,well-heeled,衣冠楚楚
19812,sortie,出动次数
19813,cremate,火化
19814,fucker,他妈的
19815,staid,古板
19816,walkie-talkie,对讲机
19817,preconceived,先入为主
19818,internment,拘留
19819,precious,珍贵的
19820,dichotomous,二分的
19821,buttered,涂了黄油
19822,western-style,西式
19823,yardage,码数
19824,dislocate,脱位
19825,sulk,生闷气
19826,godmother,教母
19827,quill,羽毛笔
19828,kindred,亲属关系
19829,psychopathology,精神病理学
19830,industrious,勤劳
19831,wearing,穿着
19832,amphetamine,苯丙胺
19833,set,集
19834,repudiation,否认
19835,gang,帮派
19836,rockfish,岩鱼
19837,songwriting,写歌
19838,salience,显著程度
19839,registrar,注册员
19840,governorship,担任州长一职
19841,energetically,精力充沛
19842,moslem,穆斯林
19843,dilution,稀释
19844,unplugged,拔下插头
19845,disgraceful,可耻的
19846,fourth-grade,四年级
19847,newness,新鲜感
19848,repute,声誉
19849,sax,萨克斯
19850,serve,发球
19851,hereby,特此
19852,coddle,娇生惯养
19853,dyad,二元组
19854,whisk,搅拌
19855,malignancy,恶性
19856,smarts,聪明人
19857,headless,无头
19858,nonsignificant,不重要
19859,on-the-job,在职
19860,bide,碳化物
19861,docket,摘要
19862,servitude,奴役
19863,folic,叶酸
19864,granny,奶奶
19865,realtor,房地产经纪人
19866,orderly,井然有序
19867,priestess,女祭司
19868,superconducting,超导
19869,expedite,加快速度
19870,canine,犬类
19871,free-trade,自由贸易
19872,glimmer,微光
19873,annal,编年史
19874,daybreak,天亮了
19875,stunt,特技表演
19876,mishandle,处理不当
19877,occult,神秘感
19878,rudely,粗鲁无礼
19879,mammography,乳房X光摄影
19880,polarized,极化
19881,untangle,解开纠缠
19882,revolt,起义
19883,canoeing,划独木舟
19884,florentine,佛罗伦萨
19885,raptor,猛禽
19886,fawn,小鹿
19887,deciduous,落叶的
19888,zionist,犹太复国主义者
19889,pushy,咄咄逼人
19890,ream,令牌
19891,flattery,奉承
19892,catapult,弹射器
19893,iguana,鬣蜥
19894,grinding,磨削
19895,fluidity,流动性
19896,windbreaker,风衣
19897,skinless,无皮
19898,attentively,用心地
19899,shaving,刮胡子
19900,descriptor,描述符
19901,joystick,操纵杆
19902,(brewer),(布鲁尔)
19903,no-fly,禁飞
19904,over,完毕
19905,ilk,ILK
19906,girlish,少女气质
19907,bot,BOT
19908,nicety,精致
19909,jetliner,喷气客机
19910,beholden,受惠于人
19911,brand-name,品牌名称
19912,vole,田鼠
19913,steal,偷窃
19914,uproot,连根拔起
19915,waffle,华夫饼
19916,overuse,过度使用
19917,reassessment,重新评估
19918,spongy,海绵状
19919,agribusiness,农业综合企业
19920,high-definition,高清
19921,precipice,悬崖
19922,adjudicate,裁决
19923,preventative,预防性的
19924,unhook,解除挂接
19925,feverishly,狂热地
19926,flemish,佛兰德语
19927,year-end,年终
19928,still,仍在
19929,copier,复印机
19930,comma,逗号
19931,firstborn,长子
19932,oxidation,氧化
19933,thud,砰的一声
19934,randomized,随机化
19935,synopsis,摘要
19936,snicker,窃窃者
19937,work-related,与工作相关
19938,ringer,振铃器
19939,abnormally,反常的
19940,amorous,多情
19941,normality,正态分布
19942,poncho,斗篷
19943,pacify,安抚
19944,consultative,咨询
19945,spender,花钱的人
19946,laissez-faire,自由放任
19947,perceptible,可察觉的
19948,picking,采摘
19949,season,季节
19950,swivel,旋转
19951,awed,AWED
19952,externality,外部性
19953,inscribed,已题写
19954,sandbox,沙箱
19955,consummate,完美无瑕
19956,panicky,惊慌
19957,stirrup,箍筋
19958,generalizability,概括性
19959,minor-league,小联盟
19960,dumbfound,目瞪口呆
19961,divisional,分区
19962,long-held,长期持有
19963,glassware,玻璃器皿
19964,heft,权重
19965,(piazza),(广场)
19966,kitsch,媚俗
19967,apologist,辩护者
19968,scaling,伸缩
19969,climactic,达到顶峰
19970,fluttering,飘动
19971,winemaker,酿酒师
19972,interlocutor,对话者
19973,tawny,黄褐色
19974,indy,印地
19975,naw,不会的
19976,mental-health,心理健康
19977,muddle,糊涂
19978,redress,补救措施
19979,faltering,步履蹒跚
19980,kayak,皮划艇
19981,shunt,分流
19982,despondent,沮丧
19983,unsweetened,不加糖
19984,docile,温顺
19985,vendetta,仇杀
19986,contented,心满意足
19987,bookkeeping,簿记
19988,impassive,无动于衷
19989,abstract,摘要
19990,criminalize,将其定为犯罪
19991,peroxide,过氧化氢
19992,undeterred,没有被吓倒
19993,enforceable,可执行性
19994,nefarious,邪恶的
19995,inferno,地狱之火
19996,downwind,顺风向
19997,steppe,草原
19998,store-bought,商店购买
19999,intercut,交错
20000,flexion,屈曲
20001,bodice,紧身胸衣
20002,undemocratic,不民主
20003,mailman,邮递员
20004,impeccably,无可挑剔
20005,echoing,回声
20006,hash,哈希
20007,stalking,跟踪
20008,immutable,不可变的
20009,one-bedroom,一居室
20010,punter,投注者
20011,cloudless,万里无云
20012,regalia,王冠
20013,phonological,音系学
20014,gastric,胃部
20015,transitory,暂时性的
20016,spatially,在空间上
20017,windblown,被风吹来的
20018,sprinkling,洒水
20019,bipartisanship,两党合作
20020,rebuilt,重建
20021,lumbar,腰椎
20022,innovate,创新
20023,contrived,做作的
20024,moccasin,模仿
20025,intercede,说三道四
20026,fanaticism,狂热
20027,dexterity,灵巧
20028,hawaiian,夏威夷
20029,whispered,低声说
20030,implantation,植入
20031,war-torn,饱受战争蹂躏
20032,promiscuity,乱交
20033,uninvited,不速之客
20034,framing,框架
20035,rapprochement,和睦相处
20036,paintbrush,画笔
20037,chewy,耐嚼
20038,larger-than-life,超凡脱俗
20039,asian-american,亚裔美国人
20040,lunch,午饭
20041,colonizer,殖民者
20042,cackle,咯咯地笑
20043,switching,交换
20044,unevenly,不均衡的
20045,dissenting,不同意见
20046,assay,化验
20047,post-mortem,验尸报告
20048,bulwark,堡垒
20049,crinkle,皱纹
20050,concerto,协奏曲
20051,naturalism,自然主义
20052,laminated,层压板
20053,opiate,鸦片类药物
20054,(bro),(兄弟)
20055,stiletto,细高跟鞋
20056,leathery,坚韧的
20057,goblin,妖精
20058,thyroid,甲状腺
20059,invalid,无效
20060,(vaudeville),(杂耍)
20061,prejudice,偏见
20062,anesthesiologist,麻醉师
20063,softened,软化
20064,neuroscience,神经科学
20065,revamped,改装后
20066,unattainable,遥不可及
20067,prosciutto,熏火腿
20068,escaping,逃脱
20069,undersea,海底
20070,adornment,装饰品
20071,dot-com,网络公司
20072,altercation,口角
20073,billiards,台球
20074,elizabethan,伊丽莎白时代
20075,(manatee),(海牛)
20076,stasis,停滞
20077,blackjack,二十一点
20078,blow-up,炸毁
20079,cheating,作弊
20080,shortness,短小
20081,nix,尼克斯
20082,sit,坐
20083,engraved,刻好的
20084,python,巨蟒
20085,keeping,留住
20086,operationalize,运营化
20087,schoolmate,同学
20088,half-million,50万
20089,ugh,啊哈
20090,plus,加
20091,shapely,整齐地
20092,olympian,奥运选手
20093,coloration,上色
20094,accost,搭讪
20095,wanton,肆无忌惮
20096,erroneously,错误地
20097,randomize,随机化
20098,(jaguar),(捷豹)
20099,idiosyncrasy,特质
20100,rigging,索具
20101,hacienda,庄园
20102,fuzz,毛茸茸
20103,newtonian,牛顿运动
20104,sloth,懒惰
20105,keypad,小键盘
20106,arthritic,关节炎
20107,corporal,下士
20108,chowder,杂烩
20109,bucolic,田园风情
20110,pewter,锡器
20111,dogged,顽强的
20112,bulimia,暴食症
20113,plaintive,悲哀的
20114,adulation,奉承
20115,prejudiced,有偏见
20116,hereafter,从今以后
20117,first-place,第一名
20118,grudging,不情愿
20119,rematch,重赛
20120,poke,戳
20121,portraiture,肖像画
20122,workbench,工作台
20123,uncharacteristic,非同寻常
20124,intensified,强化
20125,two-fold,两重
20126,self-help,自助
20127,bridle,缰绳
20128,overbearing,霸道
20129,moonlight,月光
20130,headliner,新闻人物
20131,enlistment,应征入伍
20132,(stewardess),(空姐)
20133,threadbare,衣衫不整
20134,provost,教务长
20135,drowning,溺水
20136,conscript,应征入伍
20137,concourse,大厅
20138,jus,JUS
20139,blasphemy,亵渎神明
20140,numeral,数字
20141,irritability,易怒
20142,marxist,马克思主义者
20143,comatose,昏迷
20144,deep-water,深水
20145,riverbed,河床
20146,evacuee,疏散人员
20147,long-lived,长寿
20148,prospectus,招股说明书
20149,opus,作品
20150,centralization,集中化
20151,archive,档案馆
20152,trusty,值得信赖
20153,ruthlessly,冷酷无情
20154,diatribe,诽谤
20155,floor,地板
20156,exploited,被剥削
20157,resound,响亮的
20158,dais,DAIS
20159,evidence-based,循证的
20160,superficially,表面上
20161,breadwinner,养家糊口的人
20162,summarily,一概而论
20163,bereaved,失去亲人
20164,constable,警员
20165,risk-taking,冒险行为
20166,showcase,展示
20167,hump,驼峰
20168,ordnance,军械
20169,visage,面容
20170,methadone,美沙酮
20171,reinvention,重塑
20172,reflexively,条件反射地
20173,nonmember,非成员
20174,above-ground,在地面上
20175,subject,主体
20176,denominational,宗派
20177,unoccupied,空置
20178,prologue,开场白
20179,treatable,可治疗的
20180,swab,用棉签擦拭
20181,special-interest,特殊利益
20182,abomination,憎恶
20183,liquidation,清算
20184,livid,脸色发青
20185,quench,淬火
20186,unanimity,一致同意
20187,handily,得心应手
20188,airflow,气流
20189,abdicate,退位
20190,plumb,竖管
20191,carelessness,粗心大意
20192,gent,绅士
20193,discounted,折扣
20194,exclusivity,排他性
20195,knotted,打结的
20196,preen,装扮
20197,courtier,朝臣
20198,psychopath,精神病患者
20199,neonatal,新生儿
20200,personable,风度翩翩
20201,postdoctoral,博士后
20202,covertly,偷偷地
20203,perfunctory,敷衍了事
20204,(watchman),(《守望者》)
20205,escaped,逃脱
20206,shakespearean,莎士比亚
20207,drumbeat,鼓点
20208,frat,兄弟会
20209,counterweight,配重
20210,paragon,平行四边形
20211,anti-government,反政府
20212,athleticism,运动天赋
20213,telescopic,可伸缩的
20214,(mallard),(Mallard)
20215,estrangement,疏远
20216,brutalize,残暴对待
20217,joist,托梁
20218,posthumous,死后
20219,dutiful,尽职尽责
20220,upswing,上扬
20221,salaried,受薪者
20222,banister,班尼斯特
20223,(maya),(玛雅)
20224,heiress,女继承人
20225,granting,授予
20226,retroactive,追溯
20227,catharsis,宣泄
20228,recyclable,可回收的
20229,derivative,导数
20230,big-league,大联盟
20231,hamster,仓鼠
20232,wintry,寒冬
20233,understated,低调
20234,(peony),(牡丹)
20235,cajole,哄骗
20236,overcome,克服
20237,ahold,搁置
20238,wild,野性
20239,merging,正在合并
20240,enjoin,责令
20241,melee,混战
20242,jurisdictional,管辖范围
20243,patter,拍打声
20244,venous,静脉
20245,structuring,组织结构
20246,unsubstantiated,未经证实
20247,elixir,灵丹妙药
20248,dentistry,牙科
20249,verge,边缘
20250,science-fiction,科幻小说
20251,retraining,再培训
20252,expeditionary,远征
20253,impregnate,浸渍
20254,rant,咆哮
20255,rejected,已拒绝
20256,glade,沼泽地
20257,unlicensed,未经许可
20258,sicilian,西西里岛
20259,mangle,压边机
20260,breather,呼吸器
20261,imperious,专横的
20262,butter,黄油
20263,muddled,糊涂的
20264,laziness,懒惰
20265,glib,油嘴滑舌
20266,(feedstock),(原料)
20267,confection,甜点
20268,mistrust,不信任
20269,headfirst,头朝下
20270,repose,休息
20271,conspiratorial,阴谋论
20272,calligraphy,书法
20273,unhappily,不幸的是
20274,semicircle,半圆形
20275,prong,叉子
20276,rearing,养育
20277,crowning,加冠
20278,stupidly,愚蠢地
20279,fork,叉子
20280,smoldering,阴燃
20281,inter,国际米兰
20282,pickle,泡菜
20283,(centrifuge),(离心机)
20284,conquering,征服
20285,blunder,犯了错误
20286,sundae,圣代冰淇淋
20287,metaphoric,比喻
20288,(co-host),(共同主持)
20289,splice,拼接
20290,oscillate,振荡
20291,wrenching,痛苦不堪
20292,antibacterial,抗菌药物
20293,comprehensible,可理解的
20294,naysayer,唱反调的
20295,shouting,喊叫
20296,(recoil),(后坐)
20297,prosaic,平淡无奇
20298,technologist,技术专家
20299,acrobat,杂技演员
20300,six-foot,六英尺高
20301,winch,绞车
20302,consul,领事
20303,grandstand,大看台
20304,transpose,转置
20305,hush,闭嘴
20306,fedora,软呢帽
20307,chaise,躺椅
20308,abode,居所
20309,upstream,上游
20310,abscess,脓肿
20311,lower-income,低收入者
20312,(reauthorization),(重新授权)
20313,incapacitate,丧失工作能力
20314,old-style,老式
20315,(setter),(二传手)
20316,two-month,两个月
20317,networked,联网
20318,firmness,坚固性
20319,laudable,值得称赞的
20320,pansy,紫罗兰
20321,completeness,完备性
20322,stepson,继子
20323,collegial,合议制
20324,(header),(表头)
20325,precautionary,预防措施
20326,(scion),(接穗)
20327,carnal,肉体的
20328,anesthetic,麻醉剂
20329,blissfully,幸福地
20330,verifiable,可验证的
20331,sniffle,抽鼻子
20332,worshipper,崇拜者
20333,putty,油灰
20334,horned,有角的
20335,offset,偏移
20336,on-air,正在直播
20337,canary,金丝雀
20338,bicyclist,骑自行车的人
20339,overpopulation,人口过剩
20340,tux,燕尾服
20341,weatherman,天气预报员
20342,commendable,值得称道的
20343,outcrop,露头
20344,doings,正在做什么
20345,relativistic,相对论
20346,matriarch,女族长
20347,unreported,未上报
20348,(carbonate),(碳酸盐)
20349,faze,烦扰
20350,succinct,简明扼要
20351,sledgehammer,大锤
20352,lawlessness,无法无天
20353,unjustly,不公正的
20354,(suture),(缝合)
20355,weedy,杂草
20356,buoyancy,浮力
20357,left-hander,左撇子
20358,airbag,安全气囊
20359,(buster),(Buster)
20360,lunge,突进
20361,blunt,钝化
20362,canny,精明
20363,sunspot,太阳黑子
20364,infantryman,步兵
20365,dredging,疏浚
20366,woodworking,木工
20367,blending,调合
20368,gavel,小木槌
20369,retreating,撤退
20370,polishing,抛光
20371,porthole,舷窗
20372,corrode,腐蚀
20373,spout,喷嘴
20374,obediently,乖乖地
20375,hard-won,来之不易
20376,mute,哑巴
20377,bearable,可以忍受的
20378,absenteeism,旷工
20379,conflate,合并
20380,copycat,模仿者
20381,incinerate,焚烧
20382,alphabetical,按字母顺序
20383,degraded,降级
20384,cosmologist,宇宙学家
20385,toxicology,毒理学
20386,businesswoman,女商人
20387,illegitimacy,非婚生性
20388,sharecropper,佃农
20389,bulbous,球茎状
20390,toleration,容忍度
20391,bolivian,玻利维亚语
20392,reissue,补发
20393,foreign-policy,外交政策
